date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:21	153898/153898	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/hero.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/hero.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:21	3195/3195	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/login.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/login.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:21	1202357/1202357	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicon.svg?t=1590207869815	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/fonts/remixicon/remixicondf6d.svg	(from https://www.kri8thm.in/html/listen/theme/demo/css/plugins.bundle.css)
14:46:21	140264/140264	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/misc/plan.png	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/misc/plan.png	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:22	8685/8685	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/blog-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/blog-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/index.html)
14:46:22	42325/42325	---M--	200	added ('OK')	text/html	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/genre-details.html	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/genre-details.html	(from https://www.kri8thm.in/html/listen/theme/demo/genres.html)
14:46:22	172442/172442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:14%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/song.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/song.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/music.html)
14:46:23	133305/133305	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/artists.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/artists.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/artists.html)
14:46:23	139608/139608	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:10%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/radio.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/radio.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/stations.html)
14:46:24	265276/265276	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/analytics.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/analytics.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/analytics.html)
14:46:26	228614/228614	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:08%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/banner/event.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/banner/event.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/events.html)
14:46:27	216440/216440	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Jan%202023%2015:49:06%20GMT	https://www.kri8thm.in/html/listen/theme/demo/images/background/about.jpg	D:/musiInIT/www.kri8thm.in/html/listen/theme/demo/images/background/about.jpg	(from https://www.kri8thm.in/html/listen/theme/demo/about.html)
